StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q5,Q7,Q8,participant,condition
13/02/2021 04:46,13/02/2021 04:47,0,100,52,1,13/02/2021 04:47,R_1mL9G6ozveoLDHt,anonymous,EN,"1,2,3,4,5,6,7",36,2,R_1mL9G6ozveoLDHt,B
15/02/2021 11:00,15/02/2021 11:01,0,100,31,1,15/02/2021 11:01,R_1KpOs5TwsNIKymq,anonymous,EN,"1,2,3,4,5,6,7",37,1,R_1KpOs5TwsNIKymq,B
15/02/2021 11:05,15/02/2021 11:06,8,100,43,1,15/02/2021 11:06,R_3xjk4dhWGKTBelr,anonymous,EN,"1,2,3,4,5,6,7",37,1,R_3xjk4dhWGKTBelr,B
18/02/2021 06:41,18/02/2021 06:42,0,100,67,1,18/02/2021 06:42,R_2aVVb0usd8LZlOk,anonymous,EN,"1,2,3,4,5,6,7",73,2,R_2aVVb0usd8LZlOk,B
19/02/2021 04:09,19/02/2021 04:10,0,100,59,1,19/02/2021 04:10,R_3FR56K84EuxceeL,anonymous,EN,"1,2,3,4,5,6,7",32,1,R_3FR56K84EuxceeL,B
15/02/2021 11:01,15/02/2021 11:01,0,17,6,0,22/02/2021 11:01,R_3kdXWnFGT9iVjxe,anonymous,EN,,,,R_3kdXWnFGT9iVjxe,A
23/02/2021 04:24,23/02/2021 04:24,0,100,17,1,23/02/2021 04:24,R_1E0AxSxnOgbjq0q,anonymous,EN,"1,2,3,4,5,6,7",21,1,R_1E0AxSxnOgbjq0q,B
18/02/2021 06:37,18/02/2021 06:38,0,17,14,0,25/02/2021 06:38,R_Oyc6ISJMaLzckMh,anonymous,EN,,,,R_Oyc6ISJMaLzckMh,A
27/02/2021 10:04,27/02/2021 10:05,0,100,79,1,27/02/2021 10:05,R_1gvzoHkNSDj6KDv,anonymous,EN,"1,2,3,4,5,6,7",29,1,R_1gvzoHkNSDj6KDv,A
27/02/2021 10:39,27/02/2021 10:40,0,100,49,1,27/02/2021 10:40,R_2AZmFpwca1HiFSw,anonymous,EN,"1,2,3,4,5,6,7",29,1,R_2AZmFpwca1HiFSw,B
28/02/2021 06:08,28/02/2021 06:09,0,100,65,1,28/02/2021 06:09,R_21AOCOUcgvLMDJc,anonymous,EN,"1,2,3,4,5,6,7",30,1,R_21AOCOUcgvLMDJc,A
01/03/2021 01:58,01/03/2021 01:59,0,100,47,1,01/03/2021 01:59,R_10SkdKJ4dYzQScm,anonymous,EN,"1,2,3,4,5,6,7",27,1,R_10SkdKJ4dYzQScm,A
01/03/2021 02:03,01/03/2021 02:04,0,100,30,1,01/03/2021 02:04,R_wX0KseqnhRAM6yZ,anonymous,EN,"1,2,3,4,5,6,7",23,1,R_wX0KseqnhRAM6yZ,B
01/03/2021 03:00,01/03/2021 03:03,0,100,192,1,01/03/2021 03:03,R_3pnG9hKCUc9hwO2,anonymous,EN,"1,2,3,4,5,6,7",24,1,R_3pnG9hKCUc9hwO2,A
02/03/2021 05:12,02/03/2021 05:14,0,100,118,1,02/03/2021 05:14,R_4HDp4w44ryfsb73,anonymous,EN,"1,2,3,4,5,6,7",21,3,R_4HDp4w44ryfsb73,A
02/03/2021 05:17,02/03/2021 05:18,0,100,45,1,02/03/2021 05:18,R_1OlUIOzlXy5gYJK,anonymous,EN,"1,2,3,4,5,6,7",21,2,R_1OlUIOzlXy5gYJK,B
02/03/2021 06:15,02/03/2021 06:17,0,100,82,1,02/03/2021 06:17,R_2fcBtneAc9LiU2f,anonymous,EN,"1,2,3,4,5,6,7",24,2,R_2fcBtneAc9LiU2f,B
02/03/2021 06:31,02/03/2021 06:39,0,100,533,1,02/03/2021 06:39,R_3k6sr3XLrBoKxpm,anonymous,EN,"1,2,3,4,5,6,7",40,1,R_3k6sr3XLrBoKxpm,B
02/03/2021 07:52,02/03/2021 07:54,0,100,79,1,02/03/2021 07:54,R_2VrQtjRcqC9TviO,anonymous,EN,"1,2,3,4,5,6,7",51,2,R_2VrQtjRcqC9TviO,A
03/03/2021 09:14,03/03/2021 09:15,0,100,48,1,03/03/2021 09:15,R_3JLh0eL9RQeO2Bt,anonymous,EN,"1,2,3,4,5,6,7",31,2,R_3JLh0eL9RQeO2Bt,A
03/03/2021 09:19,03/03/2021 09:20,0,100,45,1,03/03/2021 09:20,R_3jfJ97EBVzySutY,anonymous,EN,"1,2,3,4,5,6,7",32,1,R_3jfJ97EBVzySutY,B
03/03/2021 10:23,03/03/2021 10:26,0,100,196,1,03/03/2021 10:26,R_1d4Db02mUQ8jB4G,anonymous,EN,"1,2,3,4,5,6,7",33,2,R_1d4Db02mUQ8jB4G,B
03/03/2021 10:56,03/03/2021 10:56,0,100,31,1,03/03/2021 10:56,R_1IRiFfJepi90J37,anonymous,EN,"1,2,3,4,5,6,7",21,2,R_1IRiFfJepi90J37,A
03/03/2021 11:01,03/03/2021 11:01,0,100,26,1,03/03/2021 11:01,R_u2F46KzhjElPZPH,anonymous,EN,"1,2,3,4,5,6,7",21,2,R_u2F46KzhjElPZPH,B
03/03/2021 14:24,03/03/2021 14:24,0,100,20,1,03/03/2021 14:24,R_2fJxrEIqF8NGxEk,anonymous,EN,"1,2,3,4,5,6,7",25,2,R_2fJxrEIqF8NGxEk,B
04/03/2021 07:54,04/03/2021 07:56,0,100,114,1,04/03/2021 07:56,R_3pisvr1WJJjrnuQ,anonymous,EN,"1,2,3,4,5,6,7",30,2,R_3pisvr1WJJjrnuQ,B
04/03/2021 08:09,04/03/2021 08:10,0,100,53,1,04/03/2021 08:10,R_3qLPjm0VEJucwU1,anonymous,EN,"1,2,3,4,5,6,7",29,2,R_3qLPjm0VEJucwU1,A
04/03/2021 20:56,04/03/2021 20:57,0,100,29,1,04/03/2021 20:57,R_yEbhPswcBGB8J2N,anonymous,EN,"1,2,3,4,5,6,7",30,2,R_yEbhPswcBGB8J2N,B
05/03/2021 10:16,05/03/2021 10:17,0,100,18,1,05/03/2021 10:17,R_1FgpgKKpIte5pRU,anonymous,EN,"1,2,3,4,5,6,7",19,1,R_1FgpgKKpIte5pRU,B
05/03/2021 11:26,05/03/2021 11:27,0,100,46,1,05/03/2021 11:27,R_1o24N8yGZ8hMuHd,anonymous,EN,"1,2,3,4,5,6,7",33,1,R_1o24N8yGZ8hMuHd,B
05/03/2021 11:36,05/03/2021 11:38,0,100,86,1,05/03/2021 11:38,R_274q2GuIEMg1oJu,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_274q2GuIEMg1oJu,A
06/03/2021 07:23,06/03/2021 07:25,0,100,99,1,06/03/2021 07:25,R_2a9sflOFmNC4hsM,anonymous,EN,"1,2,3,4,5,6,7",18,2,R_2a9sflOFmNC4hsM,A
27/02/2021 09:57,27/02/2021 09:59,0,17,124,0,06/03/2021 09:59,R_1mUb3W6LV3Ca4Ds,anonymous,EN,,,,R_1mUb3W6LV3Ca4Ds,A
27/02/2021 11:07,27/02/2021 11:07,0,17,35,0,06/03/2021 11:07,R_Ap4GOPydTwjO3mN,anonymous,EN,,,,R_Ap4GOPydTwjO3mN,B
07/03/2021 00:50,07/03/2021 00:51,0,100,40,1,07/03/2021 00:51,R_3fO8cllJOtTYDKf,anonymous,EN,"1,2,3,4,5,6,7",21,1,R_3fO8cllJOtTYDKf,B
08/03/2021 06:01,08/03/2021 06:02,0,100,31,1,08/03/2021 06:02,R_SAyNvarWh2arVnP,anonymous,EN,"1,2,3,4,5,6,7",27,1,R_SAyNvarWh2arVnP,A
02/03/2021 05:58,02/03/2021 05:58,0,17,23,0,09/03/2021 05:58,R_3HkvfM7ThwoyqU7,anonymous,EN,,,,R_3HkvfM7ThwoyqU7,A
02/03/2021 06:21,02/03/2021 06:22,0,33,52,0,09/03/2021 06:22,R_2s7JzCy8KdDuYEe,anonymous,EN,"1,2,3,4,5,6,7",,,R_2s7JzCy8KdDuYEe,B
09/03/2021 06:33,09/03/2021 06:36,0,100,169,1,09/03/2021 06:36,R_3PXjLz0N2gIAIYO,anonymous,EN,"1,2,3,4,5,6,7",30,2,R_3PXjLz0N2gIAIYO,A
09/03/2021 09:42,09/03/2021 09:43,0,100,35,1,09/03/2021 09:43,R_NWsMQDhqrTHusXn,anonymous,EN,"1,2,3,4,5,6,7",21,2,R_NWsMQDhqrTHusXn,A
09/03/2021 12:46,09/03/2021 12:46,0,100,39,1,09/03/2021 12:46,R_1JXzM7SftfY9BY1,anonymous,EN,"1,2,3,4,5,6,7",41,2,R_1JXzM7SftfY9BY1,B
02/03/2021 22:40,02/03/2021 22:40,0,33,26,0,09/03/2021 22:41,R_3DqOuyQdfy82gsq,anonymous,EN,"1,2,3,4,5,6,7",,,R_3DqOuyQdfy82gsq,A
03/03/2021 02:37,03/03/2021 02:37,0,17,45,0,10/03/2021 02:37,R_5mO8FU8XWkeENmV,anonymous,EN,,,,R_5mO8FU8XWkeENmV,A
10/03/2021 07:11,10/03/2021 07:12,0,100,39,1,10/03/2021 07:12,R_yJYGSLHIL5ugE1j,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_yJYGSLHIL5ugE1j,B
10/03/2021 10:44,10/03/2021 10:45,0,100,23,1,10/03/2021 10:45,R_2R1Fx93JvshdeLw,anonymous,EN,"1,2,3,4,5,6,7",25,2,R_2R1Fx93JvshdeLw,B
11/03/2021 03:19,11/03/2021 03:20,0,100,22,1,11/03/2021 03:20,R_2b1ak5oXqGILC4D,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_2b1ak5oXqGILC4D,B
11/03/2021 03:32,11/03/2021 03:33,0,100,95,1,11/03/2021 03:33,R_3dGIlVRFU6AlqSJ,anonymous,EN,"1,2,3,4,5,6,7",34,2,R_3dGIlVRFU6AlqSJ,B
04/03/2021 15:09,04/03/2021 15:10,0,17,28,0,11/03/2021 15:10,R_3fIf6qo7nYUuWQ4,anonymous,EN,,,,R_3fIf6qo7nYUuWQ4,B
26/03/2021 06:21,26/03/2021 06:21,0,100,40,1,26/03/2021 06:21,R_Df4SVJJFlw07RgR,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_Df4SVJJFlw07RgR,B
26/03/2021 10:30,26/03/2021 10:31,0,100,36,1,26/03/2021 10:31,R_2aS92XGvPD19mK2,anonymous,EN,"1,2,3,4,5,6,7",18,2,R_2aS92XGvPD19mK2,B
26/03/2021 18:16,26/03/2021 18:17,0,100,18,1,26/03/2021 18:17,R_3EExDQoUTr79ma8,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_3EExDQoUTr79ma8,B
27/03/2021 04:34,27/03/2021 04:35,0,100,21,1,27/03/2021 04:35,R_24ivo7qycOfwqnl,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_24ivo7qycOfwqnl,A
27/03/2021 04:38,27/03/2021 04:38,0,100,14,1,27/03/2021 04:38,R_vfs56Ft9XNig8PT,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_vfs56Ft9XNig8PT,B
27/03/2021 05:37,27/03/2021 05:39,0,100,137,1,27/03/2021 05:39,R_8wUyyqQKpEGl7O1,anonymous,EN,"1,2,3,4,5,6,7",19,1,R_8wUyyqQKpEGl7O1,A
27/03/2021 08:44,27/03/2021 08:45,0,100,98,1,27/03/2021 08:45,R_Z430HKoGh4P5iCJ,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_Z430HKoGh4P5iCJ,B
27/03/2021 09:49,27/03/2021 09:50,0,100,21,1,27/03/2021 09:50,R_PBqPblUATT61JXX,anonymous,EN,"1,2,3,4,5,6,7",23,2,R_PBqPblUATT61JXX,A
27/03/2021 15:16,27/03/2021 15:16,0,100,46,1,27/03/2021 15:16,R_2wB233O7ZtVoA25,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_2wB233O7ZtVoA25,A
28/03/2021 04:27,28/03/2021 04:29,0,100,119,1,28/03/2021 04:29,R_2WuI9P7Mkp5eVlT,anonymous,EN,"1,2,3,4,5,6,7",38,2,R_2WuI9P7Mkp5eVlT,B
28/03/2021 07:53,28/03/2021 07:54,0,100,44,1,28/03/2021 07:54,R_2qf5dy1ZnOEiBAo,anonymous,EN,"1,2,3,4,5,6,7",21,3,R_2qf5dy1ZnOEiBAo,A
28/03/2021 13:10,28/03/2021 13:11,0,100,55,1,28/03/2021 13:11,R_3imVLsCiALA7VRv,anonymous,EN,"1,2,3,4,5,6,7",37,2,R_3imVLsCiALA7VRv,B
29/03/2021 00:22,29/03/2021 00:23,0,100,71,1,29/03/2021 00:23,R_3HRHFicwxFnqMeK,anonymous,EN,"1,2,3,4,5,6,7",18,1,R_3HRHFicwxFnqMeK,A
29/03/2021 04:24,29/03/2021 04:25,0,100,24,1,29/03/2021 04:25,R_dnYPOmZO6gFC4Df,anonymous,EN,"1,2,3,4,5,6,7",34,1,R_dnYPOmZO6gFC4Df,A
29/03/2021 11:30,29/03/2021 11:31,0,100,55,1,29/03/2021 11:31,R_3HNtVwRxxyC0WOd,anonymous,EN,"1,2,3,4,5,6,7",48,1,R_3HNtVwRxxyC0WOd,B
29/03/2021 12:22,29/03/2021 12:23,0,100,57,1,29/03/2021 12:23,R_1rChxD8F7rr48jG,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_1rChxD8F7rr48jG,B
30/03/2021 04:53,30/03/2021 04:53,0,100,15,1,30/03/2021 04:53,R_3PRbX3am4btHtx4,anonymous,EN,"1,2,3,4,5,6,7",22,2,R_3PRbX3am4btHtx4,B
30/03/2021 05:00,30/03/2021 05:00,0,100,31,1,30/03/2021 05:00,R_1DCHNFWkihPcxvu,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_1DCHNFWkihPcxvu,A
30/03/2021 14:36,30/03/2021 14:37,0,100,56,1,30/03/2021 14:37,R_DtMJvie2wK3VtOV,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_DtMJvie2wK3VtOV,A
30/03/2021 14:39,30/03/2021 14:39,0,100,35,1,30/03/2021 14:39,R_Pt8ptiw11iq2IYF,anonymous,EN,"1,2,3,4,5,6,7",21,2,R_Pt8ptiw11iq2IYF,B
31/03/2021 06:32,31/03/2021 06:33,0,100,18,1,31/03/2021 06:33,R_21zhpJFjyGAzvtQ,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_21zhpJFjyGAzvtQ,A
31/03/2021 08:08,31/03/2021 08:09,0,100,58,1,31/03/2021 08:09,R_1r9cEkXeZph8VOX,anonymous,EN,"1,2,3,4,5,6,7",27,2,R_1r9cEkXeZph8VOX,A
31/03/2021 08:47,31/03/2021 08:48,0,100,43,1,31/03/2021 08:48,R_3shqXAOz6FJqVaI,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_3shqXAOz6FJqVaI,B
31/03/2021 12:43,31/03/2021 12:44,0,100,32,1,31/03/2021 12:44,R_2Tw7QtxDu4KNP0A,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_2Tw7QtxDu4KNP0A,A
01/04/2021 02:55,01/04/2021 02:55,0,100,32,1,01/04/2021 02:55,R_3PGmOZtWHsyufKW,anonymous,EN,"1,2,3,4,5,6,7",50,1,R_3PGmOZtWHsyufKW,B
01/04/2021 03:12,01/04/2021 03:13,8,100,37,1,01/04/2021 03:13,R_u8Ig81FApTuTNcZ,anonymous,EN,"1,2,3,4,5,6,7",50,1,R_u8Ig81FApTuTNcZ,A
01/04/2021 03:55,01/04/2021 03:56,0,100,30,1,01/04/2021 03:56,R_cRUYugVYv4FTQeB,anonymous,EN,"1,2,3,4,5,6,7",18,2,R_cRUYugVYv4FTQeB,A
01/04/2021 03:59,01/04/2021 04:00,0,100,30,1,01/04/2021 04:00,R_pDJF9TXPDxrZx4d,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_pDJF9TXPDxrZx4d,A
02/04/2021 09:13,02/04/2021 09:13,0,100,40,1,02/04/2021 09:13,R_pyrO2dkmykeNJmh,anonymous,EN,"1,2,3,4,5,6,7",23,2,R_pyrO2dkmykeNJmh,B
03/04/2021 12:11,03/04/2021 12:11,0,100,21,1,03/04/2021 12:11,R_saS9OpiulFkkVZ7,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_saS9OpiulFkkVZ7,B
03/04/2021 14:01,03/04/2021 14:02,0,100,40,1,03/04/2021 14:02,R_1QbZVEUKO6l4rtj,anonymous,EN,"1,2,3,4,5,6,7",31,2,R_1QbZVEUKO6l4rtj,B
04/04/2021 07:35,04/04/2021 07:36,0,100,22,1,04/04/2021 07:36,R_3oG9cqzfkxzN1UI,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_3oG9cqzfkxzN1UI,A
04/04/2021 09:29,04/04/2021 09:34,0,100,264,1,04/04/2021 09:34,R_3IRa0NXYeJ5399Q,anonymous,EN,"1,2,3,4,5,6,7",36,2,R_3IRa0NXYeJ5399Q,A
04/04/2021 16:32,04/04/2021 16:33,0,100,23,1,04/04/2021 16:33,R_sgTtU4s0wWA2FfX,anonymous,EN,"1,2,3,4,5,6,7",18,2,R_sgTtU4s0wWA2FfX,A
04/04/2021 18:33,04/04/2021 18:34,0,100,72,1,04/04/2021 18:34,R_2wN7KCVDLGLBEic,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_2wN7KCVDLGLBEic,B
05/04/2021 05:27,05/04/2021 05:37,0,100,625,1,05/04/2021 05:37,R_vpKYNwgGXi4oZDb,anonymous,EN,"1,2,3,4,5,6,7",28,1,R_vpKYNwgGXi4oZDb,B
05/04/2021 07:12,05/04/2021 07:14,0,100,97,1,05/04/2021 07:14,R_3PQNLw2Reszh71J,anonymous,EN,"1,2,3,4,5,6,7",29,2,R_3PQNLw2Reszh71J,A
05/04/2021 08:17,05/04/2021 08:18,0,100,51,1,05/04/2021 08:18,R_Ubh5HhQNn0hF09X,anonymous,EN,"1,2,3,4,5,6,7",33,2,R_Ubh5HhQNn0hF09X,B
05/04/2021 08:53,05/04/2021 08:54,0,100,22,1,05/04/2021 08:54,R_2EGpeY76E7oPXbp,anonymous,EN,"1,2,3,4,5,6,7",20,3,R_2EGpeY76E7oPXbp,A
05/04/2021 10:40,05/04/2021 10:41,0,100,43,1,05/04/2021 10:41,R_1CC41fXib9IKCDg,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_1CC41fXib9IKCDg,B
06/04/2021 04:37,06/04/2021 04:38,0,100,35,1,06/04/2021 04:38,R_yyJYbpB5LowHWHT,anonymous,EN,"1,2,3,4,5,6,7",31,2,R_yyJYbpB5LowHWHT,B
06/04/2021 09:23,06/04/2021 09:24,0,100,66,1,06/04/2021 09:24,R_1Kj9lQkZB5XrxuF,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_1Kj9lQkZB5XrxuF,A
06/04/2021 09:36,06/04/2021 09:37,8,100,21,1,06/04/2021 09:37,R_10YPtLUupcdtEC9,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_10YPtLUupcdtEC9,B
06/04/2021 09:50,06/04/2021 09:50,0,100,19,1,06/04/2021 09:50,R_3M0sQk1uaXeuySI,anonymous,EN,"1,2,3,4,5,6,7",22,2,R_3M0sQk1uaXeuySI,A
06/04/2021 09:53,06/04/2021 09:54,8,100,39,1,06/04/2021 09:54,R_30nH25y1ouaFbT0,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_30nH25y1ouaFbT0,A
06/04/2021 10:19,06/04/2021 10:20,0,100,39,1,06/04/2021 10:20,R_3mmcSVIVecAwJCE,anonymous,EN,"1,2,3,4,5,6,7",37,2,R_3mmcSVIVecAwJCE,A
06/04/2021 11:28,06/04/2021 11:29,0,100,28,1,06/04/2021 11:29,R_1pFpsmL7jqHN9A6,anonymous,EN,"1,2,3,4,5,6,7",25,2,R_1pFpsmL7jqHN9A6,A
07/04/2021 03:51,07/04/2021 03:51,0,100,27,1,07/04/2021 03:51,R_3ke4dyuvZxzvnvi,anonymous,EN,"1,2,3,4,5,6,7",21,2,R_3ke4dyuvZxzvnvi,A
07/04/2021 06:07,07/04/2021 06:07,0,100,26,1,07/04/2021 06:07,R_2QQl2HeMFddHjxj,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_2QQl2HeMFddHjxj,B
07/04/2021 07:43,07/04/2021 07:44,0,100,52,1,07/04/2021 07:44,R_3PoUn55IbpNBuLr,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_3PoUn55IbpNBuLr,B
07/04/2021 10:51,07/04/2021 10:51,0,100,24,1,07/04/2021 10:51,R_2c6ENvNglMfTuLi,anonymous,EN,"1,2,3,4,5,6,7",23,2,R_2c6ENvNglMfTuLi,A
08/04/2021 04:16,08/04/2021 04:19,0,100,156,1,08/04/2021 04:19,R_2THIkH4Bs73YtKe,anonymous,EN,"1,2,3,4,5,6,7",19,2,R_2THIkH4Bs73YtKe,B
08/04/2021 07:32,08/04/2021 07:32,0,100,21,1,08/04/2021 07:32,R_28AP92lySjaolbJ,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_28AP92lySjaolbJ,B
08/04/2021 10:29,08/04/2021 10:30,0,100,39,1,08/04/2021 10:30,R_27vqJT0EqiFvM6e,anonymous,EN,"1,2,3,4,5,6,7",20,2,R_27vqJT0EqiFvM6e,B
